platform_label,fixture_id,fixture_family,mutation,decoder,strict_audit_accept,decode_success,shape_contract,dtype_contract,exact_to_decoder_control,mean_absolute_error,maximum_absolute_error,changed_pixel_fraction,control_bgr_sha256,output_bgr_sha256,error_category,diagnostic_sha256
macos-arm64-default,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_orientation_6_valid,valid_exif,orientation_6,ffmpeg,1,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,exif_orientation_6_valid,valid_exif,orientation_6,opencv,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_orientation_6_valid,valid_exif,orientation_6,pillow,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_orientation_9,malformed_exif,orientation_out_of_range,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,exif_orientation_9,malformed_exif,orientation_out_of_range,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_orientation_9,malformed_exif,orientation_out_of_range,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_truncated_header,malformed_exif,truncated_tiff_header,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,exif_truncated_header,malformed_exif,truncated_tiff_header,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,exif_truncated_header,malformed_exif,truncated_tiff_header,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,ffmpeg,1,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,opencv,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,pillow,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,pillow,0,0,0,0,0,nan,nan,nan,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,,decoder_rejected,34089a8dc6331376bfea11aa3c50bfd67b86fc451c40e92c8f6ae3187e9a8f3f
macos-arm64-default,icc_truncated_profile,malformed_icc,profile_size_mismatch,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_truncated_profile,malformed_icc,profile_size_mismatch,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_truncated_profile,malformed_icc,profile_size_mismatch,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_zero_sequence,malformed_icc,zero_sequence_number,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,icc_zero_sequence,malformed_icc,zero_sequence_number,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,icc_zero_sequence,malformed_icc,zero_sequence_number,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,rgb_control,control,none,ffmpeg,1,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,rgb_control,control,none,opencv,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,rgb_control,control,none,pillow,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,720b161ae6089dbdcac2533c6c2deb164eef8d4cc4f346e2ca33072956aee234,none,
macos-arm64-default,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-arm64-default,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,adobe_conflicting_transform,malformed_adobe,duplicate_transform_zero_and_one,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,adobe_conflicting_transform,malformed_adobe,duplicate_transform_zero_and_one,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,adobe_conflicting_transform,malformed_adobe,duplicate_transform_zero_and_one,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app15_large_valid,resource_boundary,single_60000_byte_app15,ffmpeg,1,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,app15_large_valid,resource_boundary,single_60000_byte_app15,opencv,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app15_large_valid,resource_boundary,single_60000_byte_app15,pillow,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app15_segment_limit,resource_boundary,forty_small_app15_segments,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,app15_segment_limit,resource_boundary,forty_small_app15_segments,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app15_segment_limit,resource_boundary,forty_small_app15_segments,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app1_length_one,malformed_framing,illegal_segment_length_one,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,app1_length_one,malformed_framing,illegal_segment_length_one,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app1_length_one,malformed_framing,illegal_segment_length_one,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,opencv,0,0,0,0,0,nan,nan,nan,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,,decoder_rejected,c28d635bc5b6c9741ae9874083d1b4e83a2ca3f5a490eac52980bdf4c5d32c6c
macos-x64-default,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,pillow,0,0,0,0,0,nan,nan,nan,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,,decoder_rejected,34089a8dc6331376bfea11aa3c50bfd67b86fc451c40e92c8f6ae3187e9a8f3f
macos-x64-default,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,ffmpeg,1,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,opencv,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,pillow,1,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
macos-x64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,opencv,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,pillow,0,1,1,1,1,0.000000000,0,0.000000000,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,54c5386a00d533ca9853c5136b71ce60f7d0bcd57b67c09db15cbfff782512f1,none,
macos-x64-default,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,ffmpeg,0,1,1,1,1,0.000000000,0,0.000000000,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,21947685aab60f5f3168b122a9d28d435a073083c03aa420fa9e9b8d191ce5ce,none,
